artist_name,song_title,release_date,album,lyrics
The Beatles,I Am the Walrus,1967-11-24,The Beatles (The Original Studio Recordings),"157 ContributorsTranslationsEspañolI Am the Walrus Lyrics
I am he as you are he as you are me
And we are all together
See how they run like pigs from a gun
See how they fly, I'm cryin'

Sitting on a cornflake
Waiting for the van to come
Corporation tee-shirt, stupid bloody Tuesday
Man, you've been a naughty boy
You let your face grow long

I am the eggman
They are the eggmen
I am the walrus
Goo goo g'joob

Mister City policeman sitting
Pretty little policemen in a row
See how they fly like Lucy in the sky
See how they run, I'm cryin'
I'm cryin', I'm cryin', I'm cryin'
You might also like
Yellow-matter custard
Dripping from a dead dog's eye
Crabalocker fishwife, pornographic priestess
Boy, you've been a naughty girl
You let your knickers down

I am the eggman
They are the eggmen
I am the walrus
Goo goo g'joob

Sitting in an English garden waiting for the sun
If the sun don't come, you get a tan
From standing in the English rain

I am the egg man (Now good sir, what are you?)
They are the egg men (A poor man, made tame to fortune's blows)
I am the walrus
Goo goo goo joob (Good pity)
G'goo goo g'joob

Expert, textpert, choking smokers
Don't you think the joker laughs at you?
(Ho ho ho, hee hee hee, ha ha ha)
See how they smile like pigs in a sty
See how they snied, I'm cryin'
Semolina pilchard
Climbing up the Eiffel Tower
Elementary penguin singing Hare Krishna
Man, you should have seen them
Kicking Edgar Allan Poe

I am the eggman
They are the eggmen
I am the walrus
Goo goo g'joob g'goo goo g'joob
Goo goo a'joob g'goo goo g'joob, g'goo
Joob! Joob! Joob!

Joob! Joob! Joob!
Joob! Joob! Joob! Joob! Joob!
Joob! Joob!
Joob! Joob!

Umpa, umpa, stick it up your jumper
Everybody's got one, everybody's got one
“Villain, take my Purse
If ever thou wilt thrive, bury my Body
And give the Letters which thou findst about me
To Edmund Earl of Gloucester: seek him out upon the English Party
Oh, untimely death, death–”
“I know thee well, a serviceable Villain; as duteous to the Vices of thy Mistress as badness would desire”
“What, is he dead?”
“Sit you down, Father; rest you”36Embed"
The Beatles,While My Guitar Gently Weeps,1968-11-22,The Beatles (The Original Studio Recordings),"101 ContributorsTranslationsEspañolPortuguêsWhile My Guitar Gently Weeps Lyrics
I look at you all, see the love there that's sleeping
While my guitar gently weeps
I look at the floor and I see it needs sweeping
Still, my guitar gently weeps
I don't know why nobody told you
How to unfold your love
I don't know how someone controlled you
They bought and sold you

I look at the world and I notice it's turning
While my guitar gently weeps
With every mistake, we must surely be learning
Still, my guitar gently weeps


I don't know how you were diverted
You were perverted, too
I don't know how you were inverted
No one alerted you
You might also like
I look at you all, see the love there that's sleeping
While my guitar gently weeps
(I look) Look at you all
Still, my guitar gently weeps

Oh, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, oh, ooh39Embed"
The Beatles,"Ob-La-Di, Ob-La-Da",1968-11-22,The Beatles (The Original Studio Recordings),"84 ContributorsTranslationsHebrewEspañolPortuguêsOb-La-Di, Ob-La-Da Lyrics
Desmond has a barrow in the marketplace
Molly is the singer in a band
Desmond says to Molly, “Girl, I like your face”
And Molly says this as she takes him by the hand

Ob-la-di, ob-la-da
Life goes on, brah
La-la, how their life goes on
Ob-la-di, ob-la-da
Life goes on, brah
La-la, how their life goes on

Desmond takes a trolley to the jeweler's store (Choo-choo-choo)
Buys a twenty-karat golden ring (Ring)
Takes it back to Molly waiting at the door
And as he gives it to her, she begins to sing (Sing)

Ob-la-di, ob-la-da
Life goes on, brah (La-la-la-la-la)
La-la, how their life goes on
Ob-la-di, ob-la-da
Life goes on, brah (La-la-la-la-la)
La-la, how their life goes on
Yeah
You might also like
In a couple of years, they have built a home sweet home
With a couple of kids running in the yard
Of Desmond and Molly Jones (Ha, ha, ha, ha, ha, ha)

Happy ever after in the marketplace
Desmond lets the children lend a hand (Arm, leg)
Molly stays at home and does her pretty face
And in the evening, she still sings it with the band
Yes!

Ob-la-di, ob-la-da
Life goes on, brah
La-la, how their life goes on (Heh-heh)
Yeah, ob-la-di, ob-la-da
Life goes on, brah
La-la, how their life goes on

In a couple of years, they have built a home sweet home
With a couple of kids running in the yard
Of Desmond and Molly Jones (Ha, ha, ha, ha, ha)
Yeah!
Happy ever after in the marketplace
Molly lets the children lend a hand (Foot)
Desmond stays at home and does his pretty face
And in the evening, she's a singer with the band (Yeah)

Ob-la-di, ob-la-da
Life goes on, brah
La-la, how their life goes on
Yeah, ob-la-di, ob-la-da
Life goes on, brah
La-la, how their life goes on

(Ha-ha-ha-ha) And if you want some fun (Ha-ha-ha-ha-ha)
Take Ob-la-di-bla-da
Ahh, thank you12Embed"
The Beatles,Strawberry Fields Forever,1967-02-13,The Beatles (The Original Studio Recordings),"102 ContributorsTranslationsEspañolDeutschStrawberry Fields Forever Lyrics

Let me take you down, 'cause I'm going to
Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever

Living is easy with eyes closed
Misunderstanding all you see
It's getting hard to be someone, but it all works out
It doesn't matter much to me
Let me take you down, 'cause I'm going to
Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever
No one, I think, is in my tree
I mean, it must be high or low
That is, you can't, you know, tune in, but it's all right
That is, I think it's not too bad
You might also like
Let me take you down, 'cause I'm going to
Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever

Always, no, sometimes, think it's me
But you know, I know when it's a dream
I think I know, I mean—er—yes, but it's all wrong
That is, I think I disagree

Let me take you down, 'cause I'm going to
Strawberry Fields
Nothing is real
And nothing to get hung about
Strawberry Fields forever
Strawberry Fields forever
Strawberry Fields forever


Cranberry sauce, cranberry sauce53Embed"
The Beatles,Across the Universe,1969-12-12,The Beatles (The Original Studio Recordings),"99 ContributorsTranslationsEspañolAcross the Universe Lyrics
Words are flowing out like endless rain into a paper cup
They slither wildly as they slip away across the universe
Pools of sorrow, waves of joy are drifting through my opened mind
Possessing and caressing me

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Images of broken light which dance before me like a million eyes
They call me on and on across the universe
Thoughts meander like a restless wind inside a letter box
They tumble blindly as they make their way across the universe

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
You might also like
Sounds of laughter, shades of life are ringing through my open ears
Inciting and inviting me
Limitless undying love which shines around me like a million suns
It calls me on and on across the universe

Jai Guru Deva, Om
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world
Nothing's gonna change my world

Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva57Embed"
The Beatles,With a Little Help from My Friends,1967-05-26,The Beatles (The Original Studio Recordings),"67 ContributorsTranslationsPortuguêsWith a Little Help from My Friends Lyrics
Billy Shears!

What would you think if I sang out of tune?
Would you stand up and walk out on me?
Lend me your ears and I'll sing you a song
And I'll try not to sing out of key

Oh, I get by with a little help from my friends
Mm, I get high with a little help from my friends
Mm, gonna try with a little help from my friends
What do I do when my love is away?
(Does it worry you to be alone?)
How do I feel by the end of the day?
(Are you sad because you're on your own?)

No, I get by with a little help from my friends
Mm, get high with a little help from my friends
Mm, I'm gonna try with a little help from my friends
Do you need anybody?
I need somebody to love
Could it be anybody?
I want somebody to love
You might also like
Would you believe in a love at first sight?
Yes, I'm certain that it happens all the time
What do you see when you turn out the light?
I can't tell you, but I know it's mine

Oh, I get by with a little help from my friends
Mm, get high with a little help from my friends
Oh, I'm gonna try with a little help from my friends
Do you need anybody?
I just need someone to love
Could it be anybody?
I want somebody to love

Oh, I get by with a little help from my friends
Mm, gonna try with a little help from my friends
Oh, I get high with a little help from my friends
Yes, I get by with a little help from my friends
With a little help from my friends
(Ah-ah-ah-ah-ah-ah-ah-ah-ah)30Embed"
The Beatles,Lucy in the Sky with Diamonds,1967-05-26,The Beatles (The Original Studio Recordings),"123 ContributorsTranslationsEspañolPortuguêsLucy in the Sky with Diamonds Lyrics
Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes

Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high (Ah)

Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone
You might also like
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly, someone is there at the turnstile
The girl with kaleidoscope eyes

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds55Embed"
The Beatles,Yellow Submarine,1966-08-05,The Beatles (The Original Studio Recordings),"92 ContributorsTranslationsEspañolPortuguêsYellow Submarine Lyrics
In the town where I was born
Lived a man who sailed to sea
And he told us of his life
In the land of submarines

So we sailed on to the sun
Till we found the sea of green
And we lived beneath the waves
In our yellow submarine

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine

And our friends are all aboard
Many more of them live next door
And the band begins to play

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
You might also like
Full speed ahead, Mister Boatswain, full speed ahead
Full speed ahead it is, Sergeant
Cut the cable! Drop the cable!
Aye-aye, sir, aye-aye
Captain! Captain!

As we live a life of ease
Every one of us (Every one of us) has all we need (Has all we need)
Sky of blue (Sky of blue) and sea of green (Sea of green)
In our yellow (In our yellow) submarine (Submarine, ha-ha!)
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine30Embed"
The Beatles,Now and Then,2023-11-02,The Beatles 1967–1970 (2023 Edition),"110 ContributorsTranslationsPortuguêsDeutschEspañolPolskiFrançaisNow and Then Lyrics
(One, two, three)

I know it's true
It's all because of you
And if I make it through
It's all because of you

And now and then
If we must start again
Well, we will know for sure
That I will love you
Now and then
I miss you
Oh, now and then
I want you to be there for me
Always to return to me

I know it's true
It's all because of you
And if you go away
I know you'll never stay
You might also like
Now and then
I miss you
Oh, now and then
I want you to be there for me
(Ah)
(Ah)
(Ah)
(Ooh)
(Ah)

I know it's true
It's all because of you
And if I make it through
It's all because of you

(Good one)16Embed"
The Beatles,Michelle,1965-12-03,The Beatles (The Original Studio Recordings),"67 ContributorsTranslationsEspañolMichelle Lyrics
(Ooh) Michelle, ma belle
These are words that go together well (Ooh)
My Michelle
(Uuuh)
Michelle, ma belle
Sont les mots qui vont très bien ensemble
Très bien ensemble (Uuuh)

I love you, I love you, I love you
(Ooh, ooh)
That's all I want to say
(Ooh) Until I find a way
I will say the only words I know that you'll understand

(Ooh) Michelle, ma belle
Sont les mots qui vont très bien ensemble
Très bien ensemble (Ooh)

I need to, I need to, I need to
I need to make you see (Ooh)
Oh, what you mean to me (Ooh, ooh)
Until I do, I'm hoping you will know what I mean
I love you (Ooh, ooh)
You might also like

I want you, I want you, I want you (Ooh, ooh)
I think you know by now
I'll get to you somehow
Until I do, I'm telling you so you'll understand

(Ooh) Michelle, ma belle (Ooh, ooh)
Sont les mots qui vont très bien ensemble
Très bien ensemble

And I will say the only words I know that you'll understand
My Michelle (Mmm)18Embed"
Elvis Presley,Can’t Help Falling in Love,1961-10-01,If I Can Dream: The Very Best of Elvis,"104 ContributorsTranslationsSuomiTürkçeEspañolCan’t Help Falling in Love Lyrics
Wise men say
""Only fools rush in""
But I can't help
Falling in love with you

Shall I stay?
Would it be a sin
If I can't help
Falling in love with you?

Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be

Take my hand
Take my whole life, too
For I can't help
Falling in love with you

Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be
You might also like
Take my hand
Take my whole life, too
For I can't help
Falling in love with you
For I can't help
Falling in love with you116Embed"
Elvis Presley,Love Me Tender,1956-09-28,If I Can Dream: The Very Best of Elvis,"35 ContributorsLove Me Tender Lyrics
Love me tender, love me sweet
Never let me go
You have made my life complete
And I love you so

Love me tender, love me true
All my dreams fulfill
For, my darling, I love you
And I always will

Love me tender, love me long
Take me to your heart
For it's there that I belong
And we'll never part

Love me tender, love me true
All my dreams fulfill
For, my darling, I love you
And I always will

Love me tender, love me dear
Tell me you are mine
I'll be yours through all the years
Till the end of time
You might also like
Love me tender, love me true
All my dreams fulfill
For, my darling, I love you
And I always will9Embed"
Elvis Presley,Jailhouse Rock,1957-09-24,If I Can Dream: The Very Best of Elvis,"77 ContributorsJailhouse Rock Lyrics
The warden threw a party in the county jail
The prison band was there, they began to wail
The band was jumping, and the joint began to swing
You shoulda heard those locked-out jailbirds sing

Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

Spider Murphy played the tenor saxophone
Little Joe was blowing on the slide trombone
The drummer boy from Illinois went crash, boom, bang
The whole rhythm section was the Purple Gang

Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

Number forty-seven said to number three
""You the cutest jailbird I ever did see
I sure would be delighted with your company
Come on and do the Jailhouse Rock with me""
You might also like
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock
Rock, rock, rock


Sad Sack was sitting on a block of stone
Way over in the corner weeping all alone
The warden said, ""Hey, buddy, don't you be no square
You can't find a partner, use a wooden chair""

Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

Shifty Henry said to Bugs, ""For Heaven's sake
No one's looking, now's our chance to make a break""
Bugsy turned to Shifty, and he said, ""Nix nix
I wanna stick around a while and get my kicks.""

Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock23Embed"
Elvis Presley,Hound Dog,1956-07-13,If I Can Dream: The Very Best of Elvis,"35 ContributorsHound Dog Lyrics
You ain't nothin' but a hound dog
Cryin' all the time
You ain't nothin' but a hound dog
Cryin' all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

When they said you was high-classed
Well, that was just a lie
Yeah, they said you was high-classed
Well, that was just a lie
Yeah, you ain't never caught a rabbit
And you ain't no friend of mine

You ain't nothin' but a hound dog
Cryin' all the time
You ain't nothin' but a hound dog
Cryin' all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

Ahh, ahh
Ahh, ahh
You might also like
When they said you was high-classed
Well, that was just a lie
Yeah, they said you was high-classed
Well, that was just a lie
Well, you ain't never caught a rabbit
And you ain't no friend of mine

Ahh, ahh
Ahh, ahh

When they said you was high-classed
Well, that was just a lie
You know, they said you was high-classed
Well, that was just a lie
Yeah, you ain't never caught a rabbit
And you ain't no friend of mine

You ain't nothin' but a hound dog
Cryin' all the time
You ain't nothin' but a hound dog
Cryin' all the time
Well, you ain't never caught a rabbit
You ain't no friend of mine
17Embed"
